date,time,repository,activity,description
2018-10-04,01:52:28,payoff-estimator,commit,updated project files.
2018-09-24,02:41:06,payoff-estimator,commit,updated program to add unique ids to all new rows.
2018-09-24,01:55:12,payoff-estimator,commit,"added main project files - index.html, main.css, main.js"
2018-05-01,03:11:35,potentialprojectlist,commit,Update list.md
2018-04-29,03:13:15,potentialprojectlist,commit,Update list.md
2018-04-25,04:41:45,potentialprojectlist,commit,Update list.md
2018-04-24,03:55:54,potentialprojectlist,commit,Update list.md
2018-04-22,03:39:32,potentialprojectlist,commit,Update list.md
2018-04-21,02:48:04,potentialprojectlist,commit,Update list.md
2018-04-20,02:53:47,potentialprojectlist,commit,Update list.md
2018-04-19,03:18:05,potentialprojectlist,commit,Update list.md
2018-04-18,02:11:32,potentialprojectlist,commit,Update list.md
2018-04-17,01:35:59,potentialprojectlist,commit,Update list.md
2018-04-16,02:42:12,potentialprojectlist,commit,Update list.md
2018-04-15,03:38:06,potentialprojectlist,commit,Update list.md
2018-04-14,02:30:25,potentialprojectlist,commit,Update list.md
2018-04-13,03:07:04,potentialprojectlist,commit,Update list.md
2018-04-12,02:06:03,potentialprojectlist,commit,Update list.md
2018-04-12,02:05:31,potentialprojectlist,commit,Update list.md
2018-04-11,03:01:41,potentialprojectlist,commit,Update list.md
2018-04-10,03:02:55,potentialprojectlist,commit,Update list.md
2018-04-09,03:14:44,potentialprojectlist,commit,Update list.md
2018-04-08,03:12:40,potentialprojectlist,commit,Update list.md
2018-04-07,03:27:58,potentialprojectlist,commit,Update list.md
2018-04-06,02:43:17,potentialprojectlist,commit,Update list.md
2018-04-05,03:30:41,potentialprojectlist,commit,Update list.md
2018-04-03,03:32:15,potentialprojectlist,commit,Update list.md
2018-04-01,03:16:46,potentialprojectlist,commit,Update list.md
2018-03-22,02:59:07,potentialprojectlist,commit,Update list.md
2018-03-17,03:52:36,potentialprojectlist,commit,Update list.md
2018-03-15,02:03:33,potentialprojectlist,commit,Update list.md
2018-03-14,03:26:54,potentialprojectlist,commit,Update README.md
2018-03-13,02:54:58,potentialprojectlist,commit,Updated file
2018-03-10,03:31:38,potentialprojectlist,commit,Updated list
2018-03-08,03:02:00,potentialprojectlist,commit,Updated file and project list
2018-03-03,04:51:50,potentialprojectlist,commit,updated file: updated project list
2018-03-02,04:14:53,potentialprojectlist,commit,updated file: updated project list
2018-03-01,03:41:48,potentialprojectlist,commit,updated file: updated project list
2018-02-27,03:38:55,potentialprojectlist,commit,Updated file: updated project list
2018-02-25,03:01:46,potentialprojectlist,commit,updated file: updated project list
2018-02-24,03:24:11,potentialprojectlist,commit,updated file: updated project list
2018-02-23,03:14:29,potentialprojectlist,commit,updated file: updated list file
2018-02-22,02:53:13,potentialprojectlist,commit,updated file: updated README.md file
2018-02-18,03:27:42,potentialprojectlist,commit,updated file: updated project list
2018-02-17,03:18:32,potentialprojectlist,commit,updated file: updated project list
2018-02-16,03:29:20,potentialprojectlist,commit,updated file: updated project list
2018-02-08,01:59:04,potentialprojectlist,commit,updated file: updated project list
2018-02-07,03:04:57,potentialprojectlist,commit,updated file: added potential projects to the list
2018-02-04,03:14:27,potentialprojectlist,commit,updated file: added new project to list of applications
2018-01-13,04:15:11,potentialprojectlist,commit,updated file: Added the Applications list to the main README.md file.
2018-01-13,04:14:15,potentialprojectlist,commit,List Added: added a list of Applications I would like to develop.
2018-01-12,23:39:18,potentialprojectlist,commit,updated files: corrected link formatting.
2018-01-12,23:38:10,potentialprojectlist,commit,updated file: Updated the list of Websites I'd like to Redesign and Redevelop.
2018-01-12,23:37:49,potentialprojectlist,commit,Added README.md file.
2018-01-12,23:34:04,potentialprojectlist,commit,List Added: List of Websites I'd like to Redesign and Redevelop.
2017-01-16,13:28:50,potus-tweets,commit,Update to files and file structure of POTUS-Tweets
2017-01-16,13:22:34,potus-tweets,commit,Updates to POTUS Tweets
2017-01-16,12:26:01,potus-tweets,commit,Update to readme.md
2017-01-16,12:23:24,potus-tweets,commit,create readme.md
2017-01-15,15:53:49,potus-tweets,commit,Update to tweets.js
2017-01-15,15:25:05,potus-tweets,commit,commit for tweets.js
2017-01-15,15:24:59,potus-tweets,commit,commit for main.css
2017-01-15,15:24:52,potus-tweets,commit,commit for index.html
2017-01-15,11:59:49,potus-tweets,commit,"Initial Commit POTUS.json  JSON File containing all tweets from President Barack Obama, through November 11, 2016"
2017-01-16,12:09:50,potus-tweets,issue,"Date returning undefined, NaN"
2021-06-10,03:19:09,professional-projects,commit,Update to UWM
2021-06-10,03:17:04,professional-projects,commit,Update to UWM
2021-06-10,03:14:36,professional-projects,commit,Update to UWM
2021-06-09,00:14:42,professional-projects,commit,Adding New Projects
2021-06-09,00:12:17,professional-projects,commit,Added a last updated message
2021-06-09,00:11:49,professional-projects,commit,Added a last updated message
2021-06-09,00:11:12,professional-projects,commit,Added a last updated message
2021-06-09,00:10:54,professional-projects,commit,Added a last updated message
2021-06-09,00:09:45,professional-projects,commit,Update to iwerk
2021-06-09,00:08:41,professional-projects,commit,Update to Organic / Wells Fargo
2021-06-08,23:47:03,professional-projects,commit,Update to iwerk
2021-06-08,23:38:38,professional-projects,commit,Update to LyonsCG
2021-06-08,23:37:41,professional-projects,commit,Updates to Technical Documentation
2021-06-08,23:36:44,professional-projects,commit,Update to Fresh
2021-06-08,23:35:05,professional-projects,commit,Update to Jonathan Adler
2021-06-08,23:34:15,professional-projects,commit,Update to Hot Topic / Box Lunch
2021-06-08,23:32:56,professional-projects,commit,Update to Tourneau
2021-06-08,23:31:26,professional-projects,commit,Update to Henri Bendel
2021-06-08,23:29:18,professional-projects,commit,Update to Mattress Firm
2021-06-08,23:28:31,professional-projects,commit,Update to Guthy Renker / Meaningful Beauty
2021-06-08,23:27:04,professional-projects,commit,Update to Dogeared
2021-06-08,23:26:09,professional-projects,commit,Updated Freelance Consulting description
2021-06-08,23:24:26,professional-projects,commit,Updates to Susan McGraw
2021-06-08,23:21:08,professional-projects,commit,Updates to Lizzie Vance
2021-06-08,23:20:11,professional-projects,commit,Updates to Digiwalls Media
2021-03-10,16:31:01,professional-projects,commit,Update README.md
2020-01-02,04:57:34,professional-projects,commit,Update README.md
2019-12-12,23:02:57,professional-projects,commit,Updated the spelling of Jonathan Adler
2019-10-30,04:21:24,professional-projects,commit,Updated to correct Client Connect link
2019-10-30,04:20:06,professional-projects,commit,Updated to add Brand360 - Client Connect under UWM
2019-08-29,20:52:32,professional-projects,commit,Update README.md
2019-08-29,19:17:58,professional-projects,commit,Updated Professional Projects.
2018-08-06,16:30:41,professional-projects,commit,updated links.
2018-08-06,16:30:01,professional-projects,commit,updated link.
2018-08-06,16:05:07,professional-projects,commit,updated formatting.
2018-08-06,16:02:34,professional-projects,commit,updated links
2018-08-06,15:57:43,professional-projects,commit,added horizontal rules between positions
2018-08-06,15:54:11,professional-projects,commit,updated formatting for README.md file.
2018-08-06,15:51:53,professional-projects,commit,udpated formatting for README.md file.
2018-08-06,15:49:56,professional-projects,commit,udpated formatting for README.md file.
2018-08-06,15:49:03,professional-projects,commit,updated formatting for README.md file.
2018-08-06,15:39:47,professional-projects,commit,Updated README.md file with relevant projects and experience.
2018-08-06,14:59:15,professional-projects,commit,Initial commit
2022-08-03,21:17:11,reactjs-income-tax-calculator,commit,Initial commit
2024-02-16,07:07:45,responsive-image-carousel,commit,Slide functionality
2024-02-16,04:43:24,responsive-image-carousel,commit,Updating functionality
2024-02-12,04:01:30,responsive-image-carousel,commit,Organization; New Copy
2024-02-12,03:35:52,responsive-image-carousel,commit,New Background Images
2024-02-12,03:21:59,responsive-image-carousel,commit,Commit from Fork
2024-02-06,15:19:38,ring-clock,commit,Adding Link
2018-01-31,03:01:49,ring-clock,commit,updated file: updated README.md file.
2018-01-31,03:01:19,ring-clock,commit,new files: initial commits for javascript ring clock.
2018-01-31,02:36:56,ring-clock,commit,Initial commit
2024-02-12,03:13:38,slide-out-nav,commit,Adding background to li:hover
2024-02-12,03:08:45,slide-out-nav,commit,Updating background
2018-01-18,03:20:52,slide-out-nav,commit,deleted background image file.
2018-01-18,03:20:04,slide-out-nav,commit,updated files: updated styling and formatting for the slide out navigation.
2018-01-18,03:19:14,slide-out-nav,commit,updated file: added additional information to the README.md file.
2018-01-16,02:25:51,slide-out-nav,commit,updated files: refactored how the sub-menus slide out; restyled; updated scripts.
2018-01-15,05:13:52,slide-out-nav,commit,updated file: included commented headings for script sections.
2018-01-15,04:43:16,slide-out-nav,commit,updated file: updated formatting for README.md file.
2018-01-15,04:40:59,slide-out-nav,commit,updated files: updated README.md file to include project screenshot; added screenshot.png to img folder.
2018-01-15,04:37:31,slide-out-nav,commit,feature: added main html file for this project.
2018-01-15,04:37:13,slide-out-nav,commit,included files: added background image for this project.
2018-01-15,04:36:54,slide-out-nav,commit,included files: added main scrip file for this project.
2018-01-15,04:36:30,slide-out-nav,commit,included files: added main stylesheet for this project.
2018-01-15,04:35:43,slide-out-nav,commit,updated file: updated formatting of README.md file.
2018-01-15,02:36:21,slide-out-nav,commit,Initial commit
2018-03-23,18:23:30,social-media-widget,commit,updated social media widget to inlude a better looking internal link.
2018-03-23,18:13:39,social-media-widget,commit,"updated social media widget to show more information, and display better on page alone."
2018-03-23,02:09:46,social-media-widget,commit,"uploaded v 1.00 of Social Media widget, index.html and style.css files."
2024-06-15,17:48:16,Software,commit,Update README.md
2024-06-15,17:47:53,Software,commit,Initial commit
2024-08-03,23:42:38,Technology,commit,Update README.md
2024-08-03,23:41:02,Technology,commit,Update README.md
2024-08-03,22:45:37,Technology,commit,Update README.md
2024-08-03,22:45:24,Technology,commit,Update README.md
2024-08-03,22:42:00,Technology,commit,Update README.md
2024-06-15,17:48:40,Technology,commit,Update README.md
2024-06-15,17:48:29,Technology,commit,Initial commit
2025-04-08,13:26:36,technology__games--tic-tac-toe,commit,Update README.md
2024-08-03,23:39:23,technology__games--tic-tac-toe,commit,Update to README.md file
2024-08-03,23:36:57,technology__games--tic-tac-toe,commit,Adding How to Play modal functionality.
2024-08-03,23:36:46,technology__games--tic-tac-toe,commit,Style revisions specific to modal
2024-08-03,23:36:26,technology__games--tic-tac-toe,commit,Adding How to Play button and modal.
2024-08-03,23:07:52,technology__games--tic-tac-toe,commit,Update to README.md file
2024-08-03,23:06:08,technology__games--tic-tac-toe,commit,Minor copy change
2024-08-03,23:05:46,technology__games--tic-tac-toe,commit,Minor style update
2024-08-03,23:04:18,technology__games--tic-tac-toe,commit,Adding score functionality
2024-08-03,22:41:44,technology__games--tic-tac-toe,commit,Adding README.md file
2024-08-03,22:37:32,technology__games--tic-tac-toe,commit,Committing basic functionality.
2025-02-18,10:02:11,thejessicafelts,commit,Removing Header Image
2025-01-17,21:46:20,thejessicafelts,commit,Updated Header Image
2024-10-14,06:45:47,thejessicafelts,commit,Updating Biography
2024-10-14,06:42:55,thejessicafelts,commit,New Image
2024-08-21,02:20:55,thejessicafelts,commit,Update README.md
2024-06-15,17:56:21,thejessicafelts,commit,Update README.md
2024-06-15,17:46:08,thejessicafelts,commit,Adding banner image
2024-06-15,02:08:53,thejessicafelts,commit,Update README.md
2024-06-15,02:08:18,thejessicafelts,commit,Update README.md
2024-06-15,01:59:10,thejessicafelts,commit,Update README.md
2024-06-15,01:57:38,thejessicafelts,commit,Update README.md
2023-08-04,05:54:35,thejessicafelts,commit,Update README.md  Adding Linkedin Link to Open to Work callout
2023-08-04,05:52:22,thejessicafelts,commit,Update README.md  Updates to public github profile.
2023-08-04,05:45:32,thejessicafelts,commit,Update README.md  Updates to public readme profile
2023-08-04,05:06:56,thejessicafelts,commit,Update to public github profile.
2023-08-04,04:57:08,thejessicafelts,commit,Updates to my public GitHub profile.
2022-08-25,18:09:28,thejessicafelts,commit,Updating README
2021-10-29,20:33:12,thejessicafelts,commit,Adding GitHub Stats to README
2021-10-28,19:31:41,thejessicafelts,commit,Updates to README.md  Bio and Links
2021-08-12,18:31:46,thejessicafelts,commit,Update README.md
2021-08-12,18:31:15,thejessicafelts,commit,Update README.md
2021-05-20,09:27:08,thejessicafelts,commit,Updated to Public Profile  Rewrote summary and added Salesforce Certification information.
2021-03-10,16:28:05,thejessicafelts,commit,Update README.md
2021-03-08,16:39:27,thejessicafelts,commit,Update README.md
2021-03-08,16:39:16,thejessicafelts,commit,Updating profile.
2021-03-04,16:57:17,thejessicafelts,commit,Adding $UWMC Market Watch Link.
2021-02-16,14:38:58,thejessicafelts,commit,Updating Age  HAPPY BIRTHDAY TO ME!!
2020-11-28,16:20:45,thejessicafelts,commit,Update README.md  Removing Taking a Break message.
2020-11-06,18:08:49,thejessicafelts,commit,Updating employer url
2020-11-03,18:12:08,thejessicafelts,commit,Adding new position
2020-11-03,15:38:01,thejessicafelts,commit,Updating Hiatus Dates
2020-10-06,20:01:09,thejessicafelts,commit,Updating README.md  Adding a hiatus notice.
2020-09-27,03:16:02,thejessicafelts,commit,Updating Employment Information
2020-09-15,02:02:33,thejessicafelts,commit,Updated Open Source Badge
2020-09-15,01:58:00,thejessicafelts,commit,Added the Open Source Badge
2020-09-13,06:58:54,thejessicafelts,commit,Updates to Hit Counter  Added in a new hit counter from @antonkomarev  https://github.com/antonkomarev/github-profile-views-counter
2020-09-13,06:53:50,thejessicafelts,commit,Updating hit counter
2020-09-13,06:51:47,thejessicafelts,commit,Updating Counter
2020-09-13,06:49:45,thejessicafelts,commit,Updating Hit Counter  Adding new hit counter to the page.
2020-07-05,04:24:32,thejessicafelts,commit,Update README.md  Corrected format for age.
2020-07-04,04:31:50,thejessicafelts,commit,Update README.md  Added new line item.
2020-07-03,20:03:48,thejessicafelts,commit,Updated README.md  Social Icons sizing and heading
2020-07-03,20:01:17,thejessicafelts,commit,Updated READM.md  Including smaller social icons.
2020-07-03,19:59:55,thejessicafelts,commit,Deleting image  Smaller version uploaded.
2020-07-03,19:59:41,thejessicafelts,commit,Deleting image.  Smaller version uploaded.
2020-07-03,19:59:23,thejessicafelts,commit,Deleting Image  Smaller version uploaded.
2020-07-03,19:58:41,thejessicafelts,commit,Uploaded size-corrected social icons.
2020-07-03,19:54:37,thejessicafelts,commit,Update README.md  Adding icons.
2020-07-03,19:37:57,thejessicafelts,commit,"Uploaded Social Icons  LinkedIn, Instagram, Twitter"
2020-07-02,21:34:54,thejessicafelts,commit,Updated README.md  Added Social Links
2020-07-02,03:18:07,thejessicafelts,commit,Update README.md  Remove blockquote.
2020-07-02,03:16:28,thejessicafelts,commit,Update README.md  Removing profile items from center-aligned div.
2020-07-02,03:15:35,thejessicafelts,commit,Updated README.md  Fancy emojis and a banner and a view counter
2020-07-02,02:06:52,thejessicafelts,commit,Adding Banner for profile
2020-07-02,02:04:28,thejessicafelts,commit,Updating README.md  Let's try this again - reverting mistakes.
2020-07-02,02:04:02,thejessicafelts,commit,Update README.md  Ooops. Reverting mistakes.
2020-07-02,02:03:35,thejessicafelts,commit,Updated README.md
2020-07-01,03:26:54,thejessicafelts,commit,Initial commit
2022-08-13,09:35:44,thejessicafelts-2022-redesign,commit,Testing Updates to Index
2022-04-30,09:18:36,thejessicafelts-2022-redesign,commit,Updates to functions.php
2022-04-20,09:44:34,thejessicafelts-2022-redesign,commit,Updating gitignore file
2022-04-20,09:43:30,thejessicafelts-2022-redesign,commit,Added Compatibility file
2022-04-20,09:43:22,thejessicafelts-2022-redesign,commit,Addecd Functions file
2022-04-20,09:43:05,thejessicafelts-2022-redesign,commit,Added Index file
2022-04-20,09:42:58,thejessicafelts-2022-redesign,commit,Added Header file
2022-04-20,09:42:50,thejessicafelts-2022-redesign,commit,Added Footer file
2022-04-20,09:42:39,thejessicafelts-2022-redesign,commit,Updated theme stylesheet
2022-04-20,09:42:31,thejessicafelts-2022-redesign,commit,Updated JSON packages
2022-04-20,09:42:20,thejessicafelts-2022-redesign,commit,Added Gulpfile
2021-10-29,16:19:52,thejessicafelts-2022-redesign,commit,Updating Headlines
2021-10-29,16:04:48,thejessicafelts-2022-redesign,commit,Adjusting README styling
2021-10-29,16:01:30,thejessicafelts-2022-redesign,commit,Adding Progress Bar
2021-10-29,16:01:16,thejessicafelts-2022-redesign,commit,Adding Progress item
2021-10-29,16:01:01,thejessicafelts-2022-redesign,commit,"Updating README.md with Progress, TODO, Goals"
2021-09-10,15:51:44,thejessicafelts-2022-redesign,commit,Initial commit
2017-10-30,03:03:07,thejessicafelts-plugin_old,commit,Merge pull request #1 from thejessicafelts/development  Development
2017-10-28,18:05:34,thejessicafelts-plugin_old,commit,"new file: Inital Commit for plugin.php file, primary plugin file."
2017-10-28,18:04:53,thejessicafelts-plugin_old,commit,"update: Updated README.md file, to include more information."
2017-10-28,17:59:15,thejessicafelts-plugin_old,commit,Initial commit
2017-10-28,18:09:48,thejessicafelts-plugin_old,pull_request,Development
2017-10-30,03:07:46,thejessicafelts-theme_old,commit,udpate: corrected file formatting.
2017-10-30,03:04:17,thejessicafelts-theme_old,commit,Merge pull request #1 from thejessicafelts/development  Development
2017-10-30,03:01:56,thejessicafelts-theme_old,commit,new files: added files for Facebook Pixels and Google Analytics - add your own code to these.
2017-10-30,02:59:31,thejessicafelts-theme_old,commit,update: Adding SEO/Analytics codes to the site.
2017-10-28,18:17:46,thejessicafelts-theme_old,commit,"new files: Added Vendor Files for this theme - bootstrap, fontawesome, slick slider."
2017-10-28,18:17:13,thejessicafelts-theme_old,commit,new files: Added various style and script files for this theme.
2017-10-28,18:16:46,thejessicafelts-theme_old,commit,new files: Added various Template Partials for this theme.
2017-10-28,18:16:18,thejessicafelts-theme_old,commit,"new file: Initial Commit for Functions file, containing relevant instructions for this theme's functionality."
2017-10-28,18:15:40,thejessicafelts-theme_old,commit,new file: Added Theme Image for WP Admin use.
2017-10-28,18:15:16,thejessicafelts-theme_old,commit,new file: Initial Commit for the Front Page template file.
2017-10-28,18:14:54,thejessicafelts-theme_old,commit,new file: Initial Commit for Footer file.
2017-10-28,18:14:41,thejessicafelts-theme_old,commit,new file: Initial Commit for Header file.
2017-10-28,18:14:18,thejessicafelts-theme_old,commit,new file: Initial Commit for theme Style file.
2017-10-28,18:13:47,thejessicafelts-theme_old,commit,new file: Initial Commit for index.php file.
2017-10-28,17:53:21,thejessicafelts-theme_old,commit,Initial commit
2017-10-30,03:04:06,thejessicafelts-theme_old,pull_request,Development
2015-07-29,10:21:21,thejessicafelts.com,commit,Nested folders  Initial Commit
2015-07-29,10:11:44,thejessicafelts.com,commit,Initial Commit for style.css  Initial commit.
2015-07-29,10:11:08,thejessicafelts.com,commit,Initial Commit for index.html  Initial commit
2015-07-22,03:38:50,thejessicafelts.com,commit,"Initial Commit for images.md  Created a text file for images, where links to currently used images are kept.  Also created the folder img, and placed images.md inside of it."
2015-07-22,03:29:20,thejessicafelts.com,commit,"Initial Commit for unavailable.css  Committed unavailable.css, and added it to the css folder."
2015-07-22,03:26:57,thejessicafelts.com,commit,Update to style.css  Updated css file to reflect the code currently on my website. Also added style.css to a folder called css.
2015-07-22,03:25:12,thejessicafelts.com,commit,Update to index.html  Updated to reflect the current code on my website.
2015-03-28,20:21:17,thejessicafelts.com,commit,Update to index.html  Corrected broken links
2015-03-28,20:16:59,thejessicafelts.com,commit,Update to style.css  Update to style.css - addition of styles for Projects section.
2015-03-28,20:16:08,thejessicafelts.com,commit,Update to index.html  Addition of projects in Projects section.
2015-03-28,09:33:54,thejessicafelts.com,commit,Update to index.html  Corrected GitHub profile link on Projects section (spelling error).
2015-03-28,09:05:17,thejessicafelts.com,commit,Update to style.css  Revised projects section to include new headings.  Increased padding in a few areas.
2015-03-28,09:04:31,thejessicafelts.com,commit,Update to index.html  Revised projects redirect section.
2015-03-28,06:42:59,thejessicafelts.com,commit,Update to index.html  Fixed broken footer link.
2015-03-28,06:39:43,thejessicafelts.com,commit,Update to style.css  Added style section for #projects.
2015-03-28,06:39:06,thejessicafelts.com,commit,Update to Index.html  Added redirect section for projects.
2015-03-28,06:29:01,thejessicafelts.com,commit,Update to README.md  Updated the list of CSS fonts that are used on www.thejessicafelts.com/
2015-03-28,06:25:20,thejessicafelts.com,commit,Created style.css
2015-03-28,06:24:28,thejessicafelts.com,commit,Created index.html
2015-03-18,15:40:03,thejessicafelts.com,commit,Update README.md
2015-03-18,15:39:38,thejessicafelts.com,commit,20150318_ReadMe_Updates  › Initial README Page Update.  › Addition of Google Fonts links.
2015-03-18,15:36:37,thejessicafelts.com,commit,03182015
2015-03-18,15:28:22,thejessicafelts.com,commit,Initial commit
2019-01-04,02:44:44,thejessicafelts.github.io,commit,Updated Social Media Widget project files.
2019-01-04,02:44:30,thejessicafelts.github.io,commit,"Updated Assets: CSS and JavaScript to reflect updates to old projects, and additions of new projects."
2019-01-03,15:33:38,thejessicafelts.github.io,commit,Updating Projects
2018-03-31,03:02:11,thejessicafelts.github.io,commit,updated README.md file.
2018-03-29,03:20:49,thejessicafelts.github.io,commit,added a project README file.
2018-03-27,17:26:29,thejessicafelts.github.io,commit,initial commit of site with one featured project.
2020-09-27,03:23:23,thejessicafelts.github.io,issue,Card View | Button Alignment differs between Cards
2024-11-29,00:38:05,thejessicafelts.github.io-header,commit,Sample Header
2018-01-11,03:17:33,thejessicafelts.github.io_redesign,commit,"updated files: moved original index.html file to new file project-list.html; updated index.html to display a filtering system, and card-style project layout; updated styling, added javascript to complete the filtering."
2018-01-09,02:47:59,thejessicafelts.github.io_redesign,commit,"new files: added index file, and main css and js files to project."
2018-03-27,17:17:12,thejessicafelts_github-pages,commit,updated project specific image.
2018-03-27,17:16:56,thejessicafelts_github-pages,commit,updated javascript file for the site.
2018-03-27,17:16:42,thejessicafelts_github-pages,commit,updated project styles.
2018-03-27,17:16:27,thejessicafelts_github-pages,commit,updated the location of the individual projects folders.
2018-03-27,17:16:07,thejessicafelts_github-pages,commit,"updated index file, to be the new projects homepage."
2018-03-27,17:15:49,thejessicafelts_github-pages,commit,deleted the projects folder; updating file structure for site.
2018-03-27,02:15:31,thejessicafelts_github-pages,commit,updated the projects file.
2018-03-27,02:15:22,thejessicafelts_github-pages,commit,added testing images to the repo.
2018-03-27,02:15:05,thejessicafelts_github-pages,commit,updated styling.
2018-03-25,14:56:19,thejessicafelts_github-pages,commit,deleted old compiled files from this project.
2018-03-24,23:27:06,thejessicafelts_github-pages,commit,added index script and style files to site.
2018-03-24,23:19:28,thejessicafelts_github-pages,commit,"updated .gitignore file to no longer include the dist folder, which will be used for the gh-pages branch."
2018-03-24,23:18:38,thejessicafelts_github-pages,commit,new file: added index file for this project.
2018-03-24,23:16:44,thejessicafelts_github-pages,commit,updated project files for this project.
2018-03-23,18:25:16,thejessicafelts_github-pages,commit,Initial commit
2018-10-19,01:54:20,thejessicafelts_theme,commit,updated section name from 'Attention Grabber' to 'Attn Grabber' to better fit the space available.
2018-10-19,01:53:03,thejessicafelts_theme,commit,updated partial name from 'one-billion-sites' to 'attention-grabber' to make it more flexible for future use.
2018-10-19,01:50:58,thejessicafelts_theme,commit,"updated the one-billion-sites.php partial, and updated the options page to include a new set of fields for this section."
2018-02-19,00:03:44,thejessicafelts_theme,commit,updated file: updated list of requirements for project.
2018-02-15,02:17:04,thejessicafelts_theme,commit,updated file: updated README.md file will additional features for this site.
2018-02-14,02:19:21,thejessicafelts_theme,commit,updated file: updated sections on README.md file.
2018-02-13,04:34:28,thejessicafelts_theme,commit,new file: created README.md file.
2018-01-29,02:43:15,thejessicafelts_theme,commit,updated file: began work on single post page for 100 Day of Code log posts.
2018-01-26,02:32:04,thejessicafelts_theme,commit,"updated and new files: updated all styling, and added new styles for the theme."
2018-01-26,02:31:43,thejessicafelts_theme,commit,updated file: updated options page to include mision statement section.
2018-01-26,02:31:16,thejessicafelts_theme,commit,"new files: add global template parts for header, footer, top bar and page headers."
2018-01-26,02:30:34,thejessicafelts_theme,commit,new file: added front-page template.
2018-01-26,02:30:17,thejessicafelts_theme,commit,"new files: added archive and single post templates for the insights custom post type, which will be the primary blog."
2018-01-26,02:29:45,thejessicafelts_theme,commit,updated files: updated header and homepage template parts.
2018-01-26,02:29:14,thejessicafelts_theme,commit,updated file: updated theme footer.
2018-01-26,02:28:58,thejessicafelts_theme,commit,new file: added template for 404 page.
2018-01-26,02:28:39,thejessicafelts_theme,commit,"updated files: updated challenge logs, layout and styling, as well as custom post type custom feilds."
2018-01-24,20:20:43,thejessicafelts_theme,commit,updated file: removed 'required' from the project gallery custom field.
2018-01-23,13:44:59,thejessicafelts_theme,commit,updated file: updated single post format.
2018-01-23,13:44:30,thejessicafelts_theme,commit,updated files: updated styling throughout site.
2018-01-23,13:44:02,thejessicafelts_theme,commit,new file: added posts-header.php template part for single posts.
2018-01-23,13:43:24,thejessicafelts_theme,commit,updated file: corrected spacing for posts meta.
2018-01-23,13:24:39,thejessicafelts_theme,commit,updated file: updated the leadin global field group.
2018-01-23,13:16:33,thejessicafelts_theme,commit,new file: added comments template for theme.
2018-01-23,13:16:14,thejessicafelts_theme,commit,updated file: added a require for the global-fields.php file.
2018-01-23,13:15:52,thejessicafelts_theme,commit,new file: added a global fields php file for custom fields on posts and pages.
2018-01-23,02:10:05,thejessicafelts_theme,commit,updated file: adjusted breakpoints for index.php post grid.
2018-01-23,02:05:00,thejessicafelts_theme,commit,updated files: updated theme styling.
2018-01-23,02:04:33,thejessicafelts_theme,commit,updated file: added site url to site title.
2018-01-23,02:03:57,thejessicafelts_theme,commit,new file: added single.php template for single posts.
2018-01-22,22:34:17,thejessicafelts_theme,commit,updated file: added post pagination.
2018-01-22,01:00:58,thejessicafelts_theme,commit,new file: added author archive page.
2018-01-22,00:50:23,thejessicafelts_theme,commit,new files: added archive- and single- post templates for the 'onehundreddaysofcode' custom post type.
2018-01-21,16:15:47,thejessicafelts_theme,commit,new folder: added partials folder to hold all partial scss files for inclusion in main.scss; added _header.scss partial for global header styles.
2018-01-21,16:15:07,thejessicafelts_theme,commit,new file: added _variables.scss file to hold all global variables for this theme.
2018-01-21,16:14:38,thejessicafelts_theme,commit,new file: added main.scss file for sass imports.
2018-01-21,16:14:15,thejessicafelts_theme,commit,udpated file: changed 'read more' function for excerpt and content limitations.
2018-01-21,15:50:36,thejessicafelts_theme,commit,updated filed: added ability to limit excerpt length.
2018-01-21,02:04:31,thejessicafelts_theme,commit,updated file: added global footer to the footer.php file; added copyright information to the global footer.
2018-01-21,02:04:09,thejessicafelts_theme,commit,updated file: added global header to the header.php file. Included site title in global header.
2018-01-21,01:51:01,thejessicafelts_theme,commit,"updated file: added error handling, and an include to the new options-pages.php file."
2018-01-21,01:50:31,thejessicafelts_theme,commit,"updated file: updated custom post type for #100daysofcode log posts, removed all reference to options page, which were put into a new file."
2018-01-21,01:49:54,thejessicafelts_theme,commit,"new file: added seperate file for options pages, and included it into the function.php file."
2018-01-19,16:15:49,thejessicafelts_theme,commit,updated file: added new social media platforms for the Social options page.
2018-01-19,03:01:40,thejessicafelts_theme,commit,updated file: added Social options page.
2018-01-19,02:39:17,thejessicafelts_theme,commit,updated file: updated header file for theme.
2018-01-19,02:28:50,thejessicafelts_theme,commit,updated files: added custom-post-types.php and added it as an include in functions.php.
2018-01-19,02:25:56,thejessicafelts_theme,commit,updated file: added script and style file paths for theme.
2018-01-19,02:25:36,thejessicafelts_theme,commit,added files: added vendor files and assets.
2018-01-09,15:23:45,thejessicafelts_theme,commit,initial file commit for all required files for theme.
2015-08-03,06:42:36,thejessicafelts__theme,commit,Update to style.css
2015-08-03,06:42:29,thejessicafelts__theme,commit,Update to header.php
2015-08-03,06:42:21,thejessicafelts__theme,commit,Update to footer.php
2015-08-02,05:50:49,thejessicafelts__theme,commit,Updating footer.php and sass\style.scss
2015-08-02,05:49:56,thejessicafelts__theme,commit,Update style.css
2015-08-02,03:03:21,thejessicafelts__theme,commit,Updated README.md
